Source Account Number,Mellon Security ID,Security Description 1,Shares/Par,Base Market Value
LC1F40020002,539439109,LLOYDS BANKING GROUP PLC,"115,219.000","425,158.11"
NPSF30017002,539439109,LLOYDS BANKING GROUP PLC,"1,346,789.000","4,969,651.41"
NPSF30018002,53944YAA1,LLOYDS BANKING GROUP PLC,"210,000.000","221,161.50"
NPSF20012002,53944YAD5,LLOYDS BANKING GROUP PLC,"200,000.000","203,752.00"
NPSF20015002,53947MAB2,LLOYDS BANK PLC 144A,"500,000.000","538,720.00"
NPSF20012002,539830AY5,LOCKHEED MARTIN CORP,"120,000.000","124,400.40"
NPSF20012002,539830BH1,LOCKHEED MARTIN CORP,"200,000.000","207,744.00"
NPSF30018002,539830BH1,LOCKHEED MARTIN CORP,"210,000.000","218,131.20"
NPSF30018002,539830BK4,LOCKHEED MARTIN CORP,"40,000.000","44,218.00"
NPSF20012002,540424AQ1,LOEWS CORP,"210,000.000","210,132.30"
NPSF10034002,54142L109,LOGMEIN INC,"7,595.000","919,374.75"
NPSF10030002,546347105,LOUISIANA-PACIFIC CORP,"48,012.000","1,304,966.16"
NPSF10033002,546347105,LOUISIANA-PACIFIC CORP,"25,679.000","697,955.22"
NPSF20012002,548661DM6,LOWE'S COS INC,"30,000.000","28,774.80"
NPSF20012002,548661DP9,LOWE'S COS INC,"20,000.000","20,042.40"
NPSF30018002,54910JAE4,LSTAR COMMERCIAL MOR 3 A3 144A,"575,000.000","579,462.00"
NPSF20011002,55181XAA0,VIRGIN MEDIA FINANCE PLC 144A,"375,000.000","390,937.50"
NPSF10034002,55264U108,MB FINANCIAL INC,"6,960.000","319,742.40"
NPSF10033002,55264U108,MB FINANCIAL INC,"6,365.000","292,408.10"
NPSF10014002,552676108,MDC HOLDINGS INC,0.850,31.48
NPSF10034002,552690109,MDU RESOURCES GROUP INC,"28,143.000","769,711.05"
LC1F10011002,552848103,MGIC INVESTMENT CORP,"16,710.000","238,953.00"
NPSF10018002,552848103,MGIC INVESTMENT CORP,"99,700.000","1,425,710.00"
NPSF20011002,552848AF0,MGIC INVESTMENT CORP,"530,000.000","583,000.00"
NPSF20011002,552953BX8,MGM RESORTS INTERNATIONAL,"1,095,000.000","1,270,944.60"
NPSF20011002,552953BY6,MGM RESORTS INTERNATIONAL,"195,000.000","214,500.00"
NPSF20011002,552953CC3,MGM RESORTS INTERNATIONAL,"400,000.000","438,560.00"
LC1F10028002,55305B101,M/I HOMES INC,850.000,"28,390.00"
NPSF10037002,55305B101,M/I HOMES INC,"11,700.000","390,780.00"
LC1F10011002,55306N104,MKS INSTRUMENTS INC,"1,110.000","120,601.50"
NPSF10018002,55306N104,MKS INSTRUMENTS INC,"6,670.000","724,695.50"
NPSF10030002,55306N104,MKS INSTRUMENTS INC,"8,891.000","966,007.15"
NPSF30018002,55328HAE1,MULTIPLAN 6/16 COV-LITE TL,"209,121.050","211,063.78"
NPSF20012002,55336VAK6,MPLX LP,"220,000.000","226,311.80"
NPSF20011002,55342UAH7,MPT OPERATING PARTNERSHIP LP /,"400,000.000","411,000.00"
NPSF10034002,553498106,MSA SAFETY INC,"4,950.000","393,525.00"
NPSF10034002,553530106,MSC INDUSTRIAL DIRECT CO INC,"6,562.000","543,989.80"
NPSF10034002,55354G100,MSCI INC,"13,044.000","1,530,843.84"
NPSF10033002,554489104,MACK-CALI REALTY CORP,"6,239.000","142,062.03"
NPSF10034002,554489104,MACK-CALI REALTY CORP,"7,796.000","177,514.92"
LC1F10029002,556269108,STEVEN MADDEN LTD,"2,041.000","79,599.00"
NPSF10019002,556269108,STEVEN MADDEN LTD,"20,496.000","799,344.00"
LC1F10011002,55825T103,MADISON SQUARE GARDEN CO/THE,"1,155.000","257,206.95"
NPSF10018002,55825T103,MADISON SQUARE GARDEN CO/THE,"6,890.000","1,534,334.10"
NPSF20015002,55953HAJ2,MAGNETITE XII LTD 12A AR 144A,"250,000.000","251,936.00"
LC1F10029002,56035L104,MAIN STREET CAPITAL CORP,"2,020.000","81,143.40"
NPSF10019002,56035L104,MAIN STREET CAPITAL CORP,"20,282.000","814,727.94"
LC1F10028002,56062Y102,MAINSOURCE FINANCIAL GROUP INC,"1,475.000","55,592.75"
NPSF10037002,56062Y102,MAINSOURCE FINANCIAL GROUP INC,"20,350.000","766,991.50"
NPSF30018002,561234AE5,MALLINCKRODT INTERNATIONAL FIN,"150,000.000","126,375.00"
NPSF10034002,562750109,MANHATTAN ASSOCIATES INC,"6,712.000","280,964.32"
NPSF10033002,562750109,MANHATTAN ASSOCIATES INC,"4,047.000","169,407.42"
NPSF20012002,563469UD5,PROVINCE OF MANITOBA CANADA,"126,000.000","129,418.38"
NPSF10033002,56418H100,MANPOWERGROUP INC,"11,829.000","1,458,279.12"
LC1F10028002,567908108,MARINEMAX INC,"1,425.000","26,433.75"
NPSF10037002,567908108,MARINEMAX INC,"19,550.000","362,652.50"
NPSF10034002,57060D108,MARKETAXESS HOLDINGS INC,"5,424.000","943,776.00"
NPSF10030002,57164Y107,MARRIOTT VACATIONS WORLDWIDE C,"7,358.000","968,459.96"
NPSF20012002,571748AZ5,MARSH & MCLENNAN COS INC,"192,000.000","201,235.20"
LC1F10028002,573075108,MARTEN TRANSPORT LTD,"3,999.000","78,580.35"
NPSF10037002,573075108,MARTEN TRANSPORT LTD,"55,833.000","1,097,118.45"
LC1F10026002,573284106,MARTIN MARIETTA MATERIALS INC,"2,150.000","466,227.50"
NPSF10035002,573284106,MARTIN MARIETTA MATERIALS INC,"11,300.000","2,450,405.00"
LC1F10011002,574795100,MASIMO CORP,"2,150.000","188,684.00"
NPSF10034002,574795100,MASIMO CORP,"6,960.000","610,809.60"
NPSF10018002,574795100,MASIMO CORP,"12,850.000","1,127,716.00"
NPSF20015002,57582PWH9,MASSACHUSETTS ST,"200,000.000","227,080.00"
LC1F10029002,576323109,MASTEC INC,"5,339.000","232,513.45"
NPSF10030002,576323109,MASTEC INC,"24,092.000","1,049,206.60"
NPSF10019002,576323109,MASTEC INC,"56,182.000","2,446,726.10"
NPSF10030002,576485205,MATADOR RESOURCES CO,"35,622.000","945,764.10"
NPSF10034002,576485205,MATADOR RESOURCES CO,"6,396.000","169,813.80"
NPSF10033002,576485205,MATADOR RESOURCES CO,"8,933.000","237,171.15"
NPSF20011002,57665RAF3,MATCH GROUP INC,"240,000.000","260,700.00"
LC1F10011002,57686G105,MATSON INC,"3,160.000","86,046.80"
NPSF10018002,57686G105,MATSON INC,"18,800.000","511,924.00"
LC1F10029002,57776J100,MAXLINEAR INC,"2,828.000","69,201.16"
NPSF10019002,57776J100,MAXLINEAR INC,"28,395.000","694,825.65"
NPSF10030002,577933104,MAXIMUS INC,"20,863.000","1,385,929.09"
NPSF10034002,577933104,MAXIMUS INC,"9,440.000","627,099.20"
NPSF20012002,58013MEJ9,MCDONALD'S CORP,"50,000.000","51,935.00"
NPSF30018002,58013MFB5,MCDONALD'S CORP,"210,000.000","215,468.40"
NPSF20012002,58013MFB5,MCDONALD'S CORP,"60,000.000","61,562.40"
LC1F10028002,58409L306,MEDEQUITIES REALTY TRUST INC,"5,450.000","63,329.00"
NPSF10037002,58409L306,MEDEQUITIES REALTY TRUST INC,"74,900.000","870,338.00"
NPSF10033002,58463J304,MEDICAL PROPERTIES TRUST INC,"64,561.000","854,142.03"
LC1F10011002,584688105,MEDICINES CO/THE,"5,630.000","161,806.20"
NPSF10018002,584688105,MEDICINES CO/THE,"33,600.000","965,664.00"
NPSF10030002,58471A105,MEDIDATA SOLUTIONS INC,"11,199.000","842,500.77"
NPSF10034002,58471A105,MEDIDATA SOLUTIONS INC,"8,521.000","641,034.83"
NPSF10033002,58502B106,MEDNAX INC,"6,258.000","274,037.82"
NPSF10034002,58502B106,MEDNAX INC,"8,436.000","369,412.44"
NPSF20011002,58502BAA4,MEDNAX INC 144A,"270,000.000","280,800.00"
LC1F20010002,585055BS4,MEDTRONIC INC,"200,000.000","207,700.00"
NPSF30018002,585055BS4,MEDTRONIC INC,"400,000.000","415,400.00"
NPSF20012002,585055BS4,MEDTRONIC INC,"80,000.000","83,080.00"
NPSF30018002,58507LAC3,MEDTRONIC GLOBAL HOLDINGS SCA,"140,000.000","143,255.00"
LC1F10028002,58513U101,MEET GROUP INC/THE,"10,225.000","34,662.75"
NPSF10037002,58513U101,MEET GROUP INC/THE,"140,475.000","476,210.25"
NPSF30018002,58933YAR6,MERCK & CO INC,"100,000.000","99,674.00"
NPSF20012002,58933YAR6,MERCK & CO INC,"40,000.000","39,869.60"
LC1F10011002,589378108,MERCURY SYSTEMS INC,"2,200.000","111,034.00"
NPSF10018002,589378108,MERCURY SYSTEMS INC,"13,120.000","662,166.40"
NPSF10033002,589400100,MERCURY GENERAL CORP,"6,434.000","360,110.98"
LC1F10029002,589433101,MEREDITH CORP,"1,614.000","85,542.00"
NPSF10034002,589433101,MEREDITH CORP,"3,160.000","167,480.00"
NPSF10033002,589433101,MEREDITH CORP,"3,090.000","163,770.00"
NPSF10019002,589433101,MEREDITH CORP,"16,977.000","899,781.00"
NPSF10030002,589889104,MERIT MEDICAL SYSTEMS INC,"29,424.000","1,119,583.20"
LC1F10029002,59001A102,MERITAGE HOMES CORP,"2,718.000","132,366.60"
NPSF10019002,59001A102,MERITAGE HOMES CORP,"29,676.000","1,445,221.20"
NPSF20012002,59018YN64,BANK OF AMERICA CORP,"33,000.000","33,802.23"
NPSF20015002,59018YN64,BANK OF AMERICA CORP,"935,000.000","957,729.85"
NPSF30018002,59018YN64,BANK OF AMERICA CORP,"330,000.000","338,022.30"
NPSF20015002,59020UGT6,MERRILL LYNCH MORTGAGE I A2 1A,"162,271.530","163,352.26"
NPSF20012002,59022HGD8,MERRILL LYNCH MORTGAGE MKB2 D,"382,231.092","399,886.35"
LC1F10028002,59100U108,META FINANCIAL GROUP INC,945.000,"82,451.25"
NPSF10037002,59100U108,META FINANCIAL GROUP INC,"13,050.000","1,138,612.50"
LC1F20010002,59151KAK4,METHANEX CORP,"280,000.000","283,586.80"
NPSF30018002,594088AM8,MICHAELS STORES 9/16 TLB,"197,805.880","197,855.33"
NPSF10033002,59408Q106,MICHAELS COS INC/THE,"9,845.000","191,189.90"
NPSF10034002,59408Q106,MICHAELS COS INC/THE,"7,826.000","151,980.92"
LC1F10026002,594918104,MICROSOFT CORP,"7,050.000","586,419.00"
NPSF10035002,594918104,MICROSOFT CORP,"37,400.000","3,110,932.00"
NPSF30018002,594918BB9,MICROSOFT CORP,"70,000.000","70,323.40"
NPSF20015002,594918BD5,MICROSOFT CORP,"200,000.000","202,804.00"
NPSF20012002,594918BH6,MICROSOFT CORP,"10,000.000","10,140.10"
NPSF20015002,594918BL7,MICROSOFT CORP,"200,000.000","227,768.00"
NPSF20012002,594918BQ6,MICROSOFT CORP,"120,000.000","117,110.40"
NPSF20012002,594918BR4,MICROSOFT CORP,"225,000.000","217,210.50"
NPSF30018002,594918BR4,MICROSOFT CORP,"460,000.000","444,074.80"
NPSF30018002,594918BS2,MICROSOFT CORP,"10,000.000","10,103.50"
NPSF30018002,594918BU7,MICROSOFT CORP,"90,000.000","92,353.50"
NPSF30018002,594918BX1,MICROSOFT CORP,"300,000.000","304,875.00"
NPSF20012002,594918BY9,MICROSOFT CORP,"300,000.000","310,422.00"
NPSF30018002,594918BY9,MICROSOFT CORP,"510,000.000","527,717.40"
LC1F10026002,595017104,MICROCHIP TECHNOLOGY INC,"5,850.000","554,580.00"
NPSF10035002,595017104,MICROCHIP TECHNOLOGY INC,"31,100.000","2,948,280.00"
LC1F10011002,595137100,MICROSEMI CORP,"3,460.000","184,660.20"
NPSF10018002,595137100,MICROSEMI CORP,"20,700.000","1,104,759.00"
NPSF10034002,595137100,MICROSEMI CORP,"16,652.000","888,717.24"
NPSF10034002,59522J103,MID-AMERICA APARTMENT COMMUNIT,0.130,13.31
NPSF20015002,59562EAH8,MIDAMERICAN ENERGY CO,"265,000.000","334,337.25"
LC1F10011002,59870L106,MILACRON HOLDINGS CORP,"12,340.000","221,503.00"
NPSF10018002,59870L106,MILACRON HOLDINGS CORP,"73,790.000","1,324,530.50"
NPSF30018002,599809CG3,MILL CITY MORTGAGE T 1 M3 144A,"670,000.000","667,025.20"
NPSF10033002,600544100,HERMAN MILLER INC,"10,540.000","354,144.00"
NPSF10030002,602496101,MIMEDX GROUP INC,"32,250.000","408,930.00"
LC1F10029002,603158106,MINERALS TECHNOLOGIES INC,721.000,"51,839.90"
NPSF10019002,603158106,MINERALS TECHNOLOGIES INC,"7,242.000","520,699.80"
NPSF10034002,603158106,MINERALS TECHNOLOGIES INC,"5,085.000","365,611.50"
NPSF30015002,606783207,MITSUBISHI ESTATE CO LTD,"62,840.000","1,131,182.84"
LC1F10026002,606822104,MITSUBISHI UFJ FINANCIAL GROUP,"38,300.000","260,057.00"
NPSF10035002,606822104,MITSUBISHI UFJ FINANCIAL GROUP,"203,700.000","1,383,123.00"
NPSF20012002,606822AA2,MITSUBISHI UFJ FINANCIAL GROUP,"1,020,000.000","1,036,360.80"
NPSF30018002,606822AL8,MITSUBISHI UFJ FINANCIAL GROUP,"110,000.000","111,775.40"
NPSF20012002,60687YAH2,MIZUHO FINANCIAL GROUP INC,"600,000.000","606,060.00"
NPSF10033002,60855R100,MOLINA HEALTHCARE INC,"7,803.000","529,277.49"
NPSF10030002,60877T100,MOMENTA PHARMACEUTICALS INC,"49,188.000","693,550.80"
LC1F10026002,609207105,MONDELEZ INTERNATIONAL INC,"7,650.000","316,939.50"
NPSF10035002,609207105,MONDELEZ INTERNATIONAL INC,"40,700.000","1,686,201.00"
NPSF20015002,60920LAA2,MONDELEZ INTERNATIONAL HO 144A,"425,000.000","420,775.50"
LC1F10011002,609839105,MONOLITHIC POWER SYSTEMS INC,"1,960.000","238,473.20"
NPSF10018002,609839105,MONOLITHIC POWER SYSTEMS INC,"11,690.000","1,422,322.30"
NPSF10034002,609839105,MONOLITHIC POWER SYSTEMS INC,"5,541.000","674,173.47"
NPSF30015002,61022V107,MONOTARO CO LTD,"50,540.000","1,383,279.80"
LC1F20010002,61166WAU5,MONSANTO CO,"280,000.000","286,048.00"
NPSF20012002,61166WAU5,MONSANTO CO,"41,000.000","41,885.60"
LC1F20010002,615369AG0,MOODY'S CORP,"220,000.000","221,515.80"
NPSF30018002,61691GAS9,MORGAN STANLEY BANK OF C32 A4,"250,000.000","262,287.50"
NPSF20012002,61753JAB5,MORGAN STANLEY CAPITA IQ13 A1A,0.021,0.02
NPSF20012002,61757RAD9,MORGAN STANLEY CAPITAL HQ13 A3,0.080,0.08
NPSF20012002,61759LAA6,MORGAN STANLEY R GG10 A4A 144A,0.060,0.06
NPSF20012002,61764RBF4,MORGAN STANLEY BANK OF C20 A4,"405,000.000","413,136.45"
NPSF20012002,61913PAA0,MORTGAGEIT TRUST 2004-1 1 A1,"98,607.283","96,485.25"
NPSF30018002,61916BAH3,MORTGAGE REPURCHASE 4 A2 144A,"650,000.000","650,000.00"
LC1F20010002,61945CAC7,MOSAIC CO/THE,"270,000.000","282,174.30"
LC1F10028002,620071100,MOTORCAR PARTS OF AMERICA INC,"2,200.000","63,602.00"
NPSF10037002,620071100,MOTORCAR PARTS OF AMERICA INC,"30,175.000","872,359.25"
NPSF20012002,620076BD0,MOTOROLA SOLUTIONS INC,"70,000.000","71,843.80"
NPSF20012002,620076BF5,MOTOROLA SOLUTIONS INC,"26,000.000","26,410.28"
NPSF10034002,626717102,MURPHY OIL CORP,"23,608.000","631,514.00"
NPSF20011002,626717AH5,MURPHY OIL CORP,"325,000.000","349,375.00"
NPSF20011002,626738AD0,MURPHY OIL USA INC,"90,000.000","95,400.00"
NPSF10033002,626755102,MURPHY USA INC,"5,911.000","439,541.96"
NPSF20012002,628530AV9,MYLAN INC 144A,"95,000.000","94,617.15"
NPSF20012002,62854AAN4,MYLAN NV,"19,000.000","18,977.58"
NPSF30018002,62856RAD7,MYRIAD INTERNATIONAL HOLD 144A,"200,000.000","205,294.00"
LC1F10029002,628778102,NBT BANCORP INC,"2,568.000","97,943.52"
NPSF10019002,628778102,NBT BANCORP INC,"27,019.000","1,030,504.66"
NPSF10034002,62886E108,NCR CORP,"17,684.000","567,479.56"
NPSF30018002,62886HAN1,NCL CORP LTD 144A,"40,000.000","41,620.00"
NPSF20015002,62888UAA8,NCUA GUARANTEED NOTES TR R2 1A,"213,078.409","213,084.80"
NPSF20015002,62888VAA6,NCUA GUARANTEED NOTES TR R1 1A,"299,180.723","300,176.99"
NPSF20015002,62888WAA4,NCUA GUARANTEED NOTES TR R3 1A,"246,074.350","246,979.90"
NPSF20015002,62888WAB2,NCUA GUARANTEED NOTES TR R3 2A,"224,736.600","226,111.99"
NPSF20011002,62912XAE4,NGPL PIPECO LLC 144A,"52,000.000","53,495.00"
NPSF20011002,629377BU5,NRG ENERGY INC,"365,000.000","377,775.00"
NPSF20011002,629377BW1,NRG ENERGY INC,"200,000.000","210,000.00"
NPSF20011002,629377CA8,NRG ENERGY INC,"480,000.000","520,200.00"
LC1F40020002,62942M201,NTT DOCOMO INC,"4,476.000","108,811.56"
NPSF30017002,62942M201,NTT DOCOMO INC,"52,738.000","1,282,060.78"
NPSF20011002,62943WAB5,NRG YIELD OPERATING LLC,"95,000.000","99,037.50"
NPSF20011002,62943WAE9,NRG YIELD OPERATING LLC,"350,000.000","360,500.00"
NPSF10034002,62944T105,NVR INC,504.000,"1,653,810.48"
NPSF20015002,62952EAA5,NYU HOSPITALS CENTER,"300,000.000","313,239.00"
NPSF20011002,62957HAC9,NABORS INDUSTRIES INC,"395,000.000","376,731.25"
NPSF30015002,631512209,NASPERS LTD,"90,800.000","4,424,048.40"
NPSF20012002,63254AAV0,NATIONAL AUSTRALIA BANK LTD/NE,"250,000.000","250,050.00"
LC1F10026002,636180101,NATIONAL FUEL GAS CO,"5,950.000","345,397.50"
NPSF10033002,636180101,NATIONAL FUEL GAS CO,"6,784.000","393,811.20"
NPSF10035002,636180101,NATIONAL FUEL GAS CO,"31,750.000","1,843,087.50"
NPSF10034002,636180101,NATIONAL FUEL GAS CO,"6,841.000","397,120.05"
LC1F40020002,636274409,NATIONAL GRID PLC,"4,142.000","252,869.10"
NPSF30017002,636274409,NATIONAL GRID PLC,"44,028.417","2,687,934.86"
NPSF10034002,636518102,NATIONAL INSTRUMENTS CORP,"7,622.000","342,990.00"
NPSF10033002,636518102,NATIONAL INSTRUMENTS CORP,"9,620.000","432,900.00"
NPSF10033002,637417106,NATIONAL RETAIL PROPERTIES INC,"11,056.000","444,230.08"
NPSF10034002,637417106,NATIONAL RETAIL PROPERTIES INC,"12,595.000","506,067.10"
LC1F10011002,63845R107,NATIONAL VISION HOLDINGS INC,70.000,"2,016.00"
NPSF10018002,63845R107,NATIONAL VISION HOLDINGS INC,410.000,"11,808.00"
NPSF10030002,638517102,NATIONAL WESTERN LIFE GROUP IN,"1,359.000","485,951.22"
NPSF20011002,63860UAE0,NATIONSTAR MORTGAGE LLC / NATI,"110,000.000","113,437.50"
NPSF20011002,63860UAH3,NATIONSTAR MORTGAGE LLC / NATI,"370,000.000","378,325.00"
NPSF20011002,63860UAK6,NATIONSTAR MORTGAGE LLC / NATI,"1,288,000.000","1,307,320.00"
NPSF20011002,63860UAL4,NATIONSTAR MORTGAGE LLC / NATI,"201,000.000","206,025.00"
NPSF20011002,63860UAM2,NATIONSTAR MORTGAGE LLC / NATI,"720,000.000","721,800.00"
NPSF10030002,639050103,NATUS MEDICAL INC,"28,400.000","1,204,160.00"
NPSF20015002,63938GAA7,NAVIENT STUDENT LOAN TRUST 2 A,"482,045.200","478,155.10"
NPSF20015002,63938JAA1,NAVIENT STUDENT LOAN TRUST 3 A,"487,221.630","482,763.55"
NPSF20015002,63938QAA5,NAVIENT STUDENT LOAN TRUST 4 A,"332,550.750","329,414.80"
NPSF20012002,63939CAC1,NAVIENT PRIVATE ED AA A2B 144A,"495,631.710","504,305.26"
NPSF20012002,63939EAB9,NAVIENT PRIVATE ED AA A2A 144A,"422,599.160","424,483.95"
NPSF20015002,63940JAC3,NAVIENT STUDENT LOA 3A A3 144A,"450,000.000","455,652.00"
NPSF20015002,63940NAC4,NAVIENT STUDENT LOA 1A A3 144A,"450,000.000","459,085.50"
NPSF20012002,63946BAD2,NBCUNIVERSAL MEDIA LLC,"15,000.000","16,154.25"
LC1F20010002,63946BAH3,NBCUNIVERSAL MEDIA LLC,"270,000.000","273,950.10"
NPSF20012002,63946CAE8,NBCUNIVERSAL ENTERPRISE I 144A,"200,000.000","213,500.00"
LC1F10011002,640268108,NEKTAR THERAPEUTICS,"11,920.000","287,152.80"
NPSF10018002,640268108,NEKTAR THERAPEUTICS,"71,160.000","1,714,244.40"
NPSF10030002,640268108,NEKTAR THERAPEUTICS,"19,717.000","474,982.53"
NPSF30018002,64032JAD8,NELNET STUDENT LOAN TRUST 4 A4,"631,552.610","637,015.54"
NPSF20015002,64033BAA0,NELNET STUDENT LOAN 5A A 144A,"380,416.260","380,305.94"
NPSF20015002,64033MAB4,NELNET STUDENT LOAN 4A A2 144A,"325,000.000","319,881.25"
NPSF20015002,64033QAB5,NELNET STUDENT LOAN 2A A2 144A,"445,245.050","441,122.08"
NPSF20011002,64072TAA3,CSC HOLDINGS LLC 144A,"200,000.000","245,000.00"
NPSF20011002,64072TAC9,CSC HOLDINGS LLC 144A,"200,000.000","219,200.00"
NPSF20011002,64072TAE5,CSC HOLDINGS LLC 144A,"250,000.000","286,250.00"
NPSF30015002,641069406,NESTLE SA,"60,240.000","5,070,340.56"
LC1F10029002,64115T104,NETSCOUT SYSTEMS INC,"2,494.000","70,829.60"
NPSF10019002,64115T104,NETSCOUT SYSTEMS INC,"26,232.000","744,988.80"
NPSF10033002,64115T104,NETSCOUT SYSTEMS INC,"15,799.000","448,691.60"
LC1F10011002,64125C109,NEUROCRINE BIOSCIENCES INC,"1,290.000","80,121.90"
NPSF10018002,64125C109,NEUROCRINE BIOSCIENCES INC,"7,680.000","477,004.80"
LC1F10011002,64157F103,NEVRO CORP,"1,860.000","162,898.80"
NPSF10018002,64157F103,NEVRO CORP,"11,090.000","971,262.20"
NPSF20011002,645370AB3,NEW HOME CO INC/THE,"260,000.000","271,700.00"
NPSF10033002,646025106,NEW JERSEY RESOURCES CORP,"15,349.000","682,263.05"
LC1F10028002,649295102,NEW YORK & CO INC,"4,000.000","6,880.00"
NPSF10037002,649295102,NEW YORK & CO INC,"55,300.000","95,116.00"
NPSF10033002,649445103,NEW YORK COMMUNITY BANCORP INC,"86,701.000","1,088,964.56"
NPSF20015002,64966JAS5,NEW YORK NY,"375,000.000","425,437.50"
NPSF20015002,64972FT63,NEW YORK CITY NY MUNI WTR FIN,"175,000.000","227,484.25"
NPSF20015002,650035J90,NEW YORK ST URBAN DEV CORP REV,"165,000.000","170,583.60"
NPSF10033002,650111107,NEW YORK TIMES CO/THE,"22,520.000","430,132.00"
NPSF30018002,651229AU0,NEWELL BRANDS INC,"70,000.000","71,537.90"
NPSF30018002,651229AV8,NEWELL BRANDS INC,"120,000.000","125,895.60"
NPSF30018002,651229AW6,NEWELL BRANDS INC,"100,000.000","105,384.00"
NPSF10033002,651587107,NEWMARKET CORP,733.000,"293,485.87"
NPSF10034002,651587107,NEWMARKET CORP,739.000,"295,888.21"
LC1F10028002,651718504,NEWPARK RESOURCES INC,"4,125.000","36,093.75"
NPSF10037002,651718504,NEWPARK RESOURCES INC,"56,750.000","496,562.50"
LC1F10011002,65336K103,NEXSTAR MEDIA GROUP INC,"3,170.000","202,246.00"
NPSF10018002,65336K103,NEXSTAR MEDIA GROUP INC,"18,970.000","1,210,286.00"
NPSF20012002,65339KAT7,NEXTERA ENERGY CAPITAL HOLDING,"50,000.000","51,498.00"
LC1F10011002,653656108,NICE LTD,"2,000.000","166,620.00"
NPSF10018002,653656108,NICE LTD,"11,950.000","995,554.50"
NPSF20015002,65478AAB9,NISSAN AUTO RECEIVABLES C A2A,"12,087.480","12,087.12"
NPSF20015002,655044AH8,NOBLE ENERGY INC,"93,000.000","95,885.79"
NPSF30018002,655044AN5,NOBLE ENERGY INC,"60,000.000","62,578.20"
NPSF30018002,655044AP0,NOBLE ENERGY INC,"140,000.000","140,534.80"
NPSF20012002,65535HAG4,NOMURA HOLDINGS INC,"40,000.000","40,368.00"
NPSF20015002,65540LAC7,NOMURA RESECURITIZ 3R 3A1 144A,"42,639.640","42,806.36"
NPSF20015002,65540TBT2,NOMURA RESECURITIZ 1R 1A1 144A,"359,786.940","346,294.93"
NPSF10034002,655663102,NORDSON CORP,"7,321.000","927,497.49"
NPSF20012002,655844BS6,NORFOLK SOUTHERN CORP,"14,000.000","13,856.36"
NPSF50010002,656568508,NORTEL NETWORKS CORP,"1,817.000",0.91
LC1F10028002,663904209,NORTHEAST BANCORP,850.000,"21,887.50"
NPSF10037002,663904209,NORTHEAST BANCORP,"11,550.000","297,412.50"
LC1F10028002,666762109,NORTHRIM BANCORP INC,675.000,"21,937.50"
NPSF10037002,666762109,NORTHRIM BANCORP INC,"9,150.000","297,375.00"
NPSF20012002,666807BN1,NORTHROP GRUMMAN CORP,"200,000.000","201,488.00"
NPSF30018002,666807BN1,NORTHROP GRUMMAN CORP,"380,000.000","382,827.20"
NPSF20015002,66704JBT4,NORTHSTAR EDUCATION FINAN 1 A1,"301,424.870","298,223.74"
LC1F10028002,667746101,NORTHWEST PIPE CO,"2,925.000","53,352.00"
NPSF10037002,667746101,NORTHWEST PIPE CO,"40,800.000","744,192.00"
NPSF10033002,668074305,NORTHWESTERN CORP,"8,552.000","506,962.56"
LC1F40020002,66987V109,NOVARTIS AG,"4,366.000","360,544.28"
LC1F10026002,66987V109,NOVARTIS AG,"4,450.000","367,481.00"
NPSF30017002,66987V109,NOVARTIS AG,"51,562.000","4,257,989.96"
NPSF10035002,66987V109,NOVARTIS AG,"23,600.000","1,948,888.00"
NPSF20011002,670001AA4,NOVELIS CORP 144A,"380,000.000","400,900.00"
NPSF10033002,67011P100,NOW INC,"18,882.000","236,402.64"
NPSF10033002,67018T105,NU SKIN ENTERPRISES INC,"2,689.000","171,047.29"
NPSF10034002,67018T105,NU SKIN ENTERPRISES INC,"4,992.000","317,541.12"
NPSF20011002,67020YAL4,NUANCE COMMUNICATIONS INC 144A,"325,000.000","345,312.50"
NPSF20011002,67054KAA7,SFR GROUP SA 144A,"200,000.000","215,000.00"
NPSF30018002,67054LAC1,SFR GROUP SA 144A,"340,000.000","356,150.00"
NPSF20012002,67066GAE4,NVIDIA CORP,"30,000.000","30,150.60"
NPSF10030002,67069D108,NUTRISYSTEM INC,"8,073.000","403,246.35"
NPSF10034002,670704105,NUVASIVE INC,"7,390.000","419,234.70"
NPSF10030002,670704105,NUVASIVE INC,"8,743.000","495,990.39"
NPSF10033002,670837103,OGE ENERGY CORP,"35,401.000","1,304,172.84"
NPSF20015002,67087MAA4,OBP DEPOSITOR LLC T OBP A 144A,"125,000.000","131,525.00"
NPSF30018002,67091TAC9,OCP SA 144A,"270,000.000","269,775.90"
LC1F10029002,674215108,OASIS PETROLEUM INC,"6,959.000","65,762.55"
NPSF10019002,674215108,OASIS PETROLEUM INC,"73,199.000","691,730.55"
NPSF30018002,674599CC7,OCCIDENTAL PETROLEUM CORP,"210,000.000","216,543.60"
NPSF30018002,674599CH6,OCCIDENTAL PETROLEUM CORP,"70,000.000","71,945.30"
NPSF30018002,674599CJ2,OCCIDENTAL PETROLEUM CORP,"70,000.000","75,635.00"
NPSF30018002,674599CL7,OCCIDENTAL PETROLEUM CORP,"130,000.000","135,450.90"
NPSF30018002,674599CM5,OCCIDENTAL PETROLEUM CORP,"100,000.000","99,826.00"
NPSF10033002,675232102,OCEANEERING INTERNATIONAL INC,"17,332.000","350,453.04"
