acctid,Account,Name,CUSIP,Shares,Market Value,Ticker
AFL-AGC-4,WELFARE PLAN-EQUITY, STANLEY BLACK & DECKER INC. ,854502101,276,41268,SWK
AFL-AGC-4,WELFARE PLAN-EQUITY, STERICYCLE INC ,858912108,792,56802,SRCL
AFL-AGC-4,WELFARE PLAN-EQUITY, SUNTRUST BKS INC ,867914103,717,42518,STI
AFL-AGC-4,WELFARE PLAN-EQUITY, T-MOBILE US INC ,872590104,276,17090,TMUS
AFL-AGC-4,WELFARE PLAN-EQUITY, TAKE-TWO INTERACTIVE SOFTWARE ,874054109,408,41163,TTWO
AFL-AGC-4,WELFARE PLAN-EQUITY, TEXAS INSTRUMENTS INC ,882508104,868,77816,TXN
AFL-AGC-4,WELFARE PLAN-EQUITY, 3M CO ,88579Y101,137,28708,MMM
AFL-AGC-4,WELFARE PLAN-EQUITY, TOLL BROTHERS INC ,889478103,1208,49504,TOL
AFL-AGC-4,WELFARE PLAN-EQUITY, TOTAL S A SPONSORED ADR ONE ADR RPRS 0.5 ORD SH ,8.92E+113,322,17201,TOT
AFL-AGC-4,WELFARE PLAN-EQUITY, TYSON FOODS ,902494103,858,56156,TSN
AFL-AGC-4,WELFARE PLAN-EQUITY, UNITED CONTINENTAL HOLDINGS INC ,910047109,413,25259,UAL
AFL-AGC-4,WELFARE PLAN-EQUITY, UNITED RENTALS INC ,911363109,366,50497,URI
AFL-AGC-4,WELFARE PLAN-EQUITY, UNITED HEALTH GROUP INC ,91324P102,284,55692,UNH
AFL-AGC-4,WELFARE PLAN-EQUITY, UNUM GROUP ,91529Y106,876,44755,UNM
AFL-AGC-4,WELFARE PLAN-EQUITY, VERIZON COMMUNICATIONS ,92343V104,347,17145,VZ
AFL-AGC-4,WELFARE PLAN-EQUITY, WESTERN UNION CO ,959802109,2632,50166,WU
AFL-AGC-4,WELFARE PLAN-EQUITY, WEST LAKE CHEMICAL CORP ,960413102,136,11363,WLK
AFL-AGC-4,WELFARE PLAN-EQUITY, XCEL ENERGY INC ,98389B100,343,16248,XEL
AFL-AGC-4,WELFARE PLAN-EQUITY, REGIONS TRUST CASH SWEEP ,999990484,83196.26,83196,
AFL-AGC-4,WELFARE PLAN-EQUITY, DELPHI AUTOMOTIVE PLC ,G27823106,262,25608,DLPH
AFL-AGC-4,WELFARE PLAN-EQUITY, WEATHERFORD INTERNATIONAL PL ,G48833100,4060,18311,WFT
AFL-AGC-4,WELFARE PLAN-EQUITY, NABORS INDUSTRIES LTD ,G6359F103,2793,22707,NBR
AFL-AGC-4,WELFARE PLAN-EQUITY, TE CONNECTIVITY LTD SEDOL #B62B7C3 ISIN #CH0102993182 ,H84989104,843,69657,TEL
AFL-AGC-4,WELFARE PLAN-EQUITY, TRANSOCEAN LTD ,H8817H100,1972,20883,RIG
AFL-AGC-4,WELFARE PLAN-EQUITY, LYONDELLBASELL INDUSTRIES - CL A SEDOL #B3SPXZ3 ISIN #NL0009434992 ,N53745100,111,11076,LYB
AFL-AGC-4,WELFARE PLAN-EQUITY, ROYAL CARIBBEAN CRUISES LTD ,V7780T103,397,46929,RCL
,,,,,4930407,
