account_number,acct_name,cusip,asset_name,shares,market_value
919972,BLACKROCK,912828TY6,UNITED STATES TREAS N 1.625 15NOV22,1335000,1271481
919972,BLACKROCK,912828U24,UNITED STATES TREAS NTS 2.0 15NOV26,2405000,2236265
919972,BLACKROCK,912828U81,UNITED STATES TREAS NTS 2.0 31DEC21,1605000,1565934
919972,BLACKROCK,912828V98,UNITED STATES TREAS NT 2.25 15FEB27,1115000,1055849
919972,BLACKROCK,912828W63,UNITED STATES TREAS N 1.625 15MAR20,4000000,3939840
919972,BLACKROCK,912828W71,UNITED STATES TREAS N 2.125 31MAR24,2155000,2071408
919972,BLACKROCK,912828W89,UNITED STATES TREAS N 1.875 31MAR22,1351000,1308997
919972,BLACKROCK,912828X88,UNITED STATES TREAS N 2.375 15MAY27,3800000,3631242
919972,BLACKROCK,912828XW5,UNITED STATES TREAS NT 1.75 30JUN22,49000,47134
919972,BLACKROCK,912828XW5,UNITED STATES TREAS NT 1.75 30JUN22,10899000,10483857
919972,BLACKROCK,91324PCM2,UNITEDHEALTH GROUP INC 2.7 15JUL20,51000,50751
919972,BLACKROCK,91324PCN0,UNITEDHEALTH GROUP INC 3.35 15JUL22,170000,170493
919972,BLACKROCK,91324PCP5,UNITEDHEALTH GROUP INC 3.75 15JUL25,10000,9998
919972,BLACKROCK,91324PCV2,UNITEDHEALTH GROUP INC 3.1 15MAR26,60000,57488
919972,BLACKROCK,91830CAA6,VNDO 2012-6AVE 2.9956 15NOV30 144A,430000,423172
919972,BLACKROCK,92343VBY9,VERIZON COMMUNICATIONS 4.15 15MAR24,33000,33511
919972,BLACKROCK,92343VDD3,VERIZON COMMUNICATION 2.625 15AUG26,230000,205737
919972,BLACKROCK,92343VDY7,VERIZON COMMUNICATION 4.125 16MAR27,40000,39824
919972,BLACKROCK,92343VDY7,VERIZON COMMUNICATION 4.125 16MAR27,565000,562514
919972,BLACKROCK,92343VDZ4,VERIZON COMMUNI 2.87938 22MAY20 FRN,250000,251360
919972,BLACKROCK,92553PBB7,VIACOM INC NEW 3.45 04OCT26,35000,32219
919972,BLACKROCK,927804FN9,VIRGINIA ELEC + PWR CO 2.75 15MAR23,225000,217231
919972,BLACKROCK,927804FS8,VIRGINIA ELEC + PWR CO 3.1 15MAY25,90000,86451
919972,BLACKROCK,927804FU3,VIRGINIA ELEC + PWR CO 3.15 15JAN26,335000,320434
919972,BLACKROCK,92826CAD4,VISA INC 3.15 14DEC25,160000,155520
919972,BLACKROCK,92857WBH2,VODAFONE GROUP PLC NEW 3.75 16JAN24,325000,322303
919972,BLACKROCK,92857WBJ8,VODAFONE GROUP PLC NE 4.125 30MAY25,140000,138982
919972,BLACKROCK,928668AM4,VOLKSWAGEN GROUP A 2.4 22MAY20 144A,220000,216786
919972,BLACKROCK,928670AB4,VOLKSWAGEN INTL FI 4.0 12AUG20 144A,145000,147278
919972,BLACKROCK,92935VBE7,WFRBS COML M 2.88875 15MAR44 144A F,935000,428447
919972,BLACKROCK,931427AH1,WALGREENS BOOTS ALLIANC 3.8 18NOV24,82000,80970
919972,BLACKROCK,931427AQ1,WALGREENS BOOTS ALLIAN 3.45 01JUN26,60000,56378
919972,BLACKROCK,94106LAY5,WASTE MGMT INC DEL 2.9 15SEP22,285000,278664
919972,BLACKROCK,942683AF0,WATSON PHARMACEUTICALS 3.25 01OCT22,282000,273785
919972,BLACKROCK,949746RW3,WELLS FARGO + CO NEW 3.0 22APR26,150000,139512
919972,BLACKROCK,949746SA0,WELLS FARGO + CO NEW 2.1 26JUL21,280000,269058
919972,BLACKROCK,949746SH5,WELLS FARGO + CO NEW 3.0 23OCT26,27000,24951
919972,BLACKROCK,949746SK8,WELLS FARGO + CO NEW 3.069 24JAN23,580000,563447
919972,BLACKROCK,94974BGA2,WELLS FARGO + CO NEW ME 3.3 09SEP24,75000,72321
919972,BLACKROCK,94974BGL8,WELLS FARGO + CO NEW ME 4.3 22JUL27,200000,197346
919972,BLACKROCK,94974BGM6,WELLS FARGO + CO NEW ME 2.6 22JUL20,192000,189606
919972,BLACKROCK,94974BGR5,WELLS FARGO + CO NEW M 2.55 07DEC20,55000,54042
919972,BLACKROCK,94988J5N3,WELLS FARGO BK N A SAN 2.6 15JAN21,1150000,1129737
919972,BLACKROCK,95000U2B8,WELLS FARGO + CO MEDI 2.625 22JUL22,580000,557751
919972,BLACKROCK,95001JAX5,WELLS FARGO COML MTG 4.212 15MAY51,130000,133647
919972,BLACKROCK,961214CS0,WESTPAC BKG CORP 2.6 23NOV20,310000,305614
919972,BLACKROCK,961214DJ9,WESTPAC BKG CORP 2.15 06MAR20,495000,487427
919972,BLACKROCK,961214DZ3,WESTPAC BKG CORP 3.65 15MAY23,200000,200026
919972,BLACKROCK,96145DAA3,WESTROCK CO 3.0 15SEP24 144A,20000,18908
919972,BLACKROCK,970648AF8,WILLIS NORTH AMER INC 3.6 15MAY24,197000,190168
919972,BLACKROCK,981464CW8,WORLD FINL NETWORK CR 3.14 17JAN23,400000,401189
919972,BLACKROCK,981464DJ6,WORLD FINL NETWORK CR 4.55 15AUG22,260000,261342
919972,BLACKROCK,983919AJ0,XILINX INC 2.95 01JUN24,65000,61695
919972,BLACKROCK,984121CQ4,XEROX CORP 3.625 15MAR23,70000,67297
919972,BLACKROCK,98877DAB1,ZF NORTH AMER CAP 4.5 29APR22 144A,160000,162600
919974,MET WEST CORE FIXED,00206RCQ3,AT+T INC 4.75 15MAY46,520000,474323
919974,MET WEST CORE FIXED,00206RDJ8,AT+T INC 4.5 09MAR48,215000,190309
919974,MET WEST CORE FIXED,00206RFM9,AT+T INC 5.15 15NOV46 144A,245000,237971
919974,MET WEST CORE FIXED,002824BF6,ABBOTT LABS 3.75 30NOV26,345000,339877
919974,MET WEST CORE FIXED,00287YAR0,ABBVIE INC 4.5 14MAY35,430000,423322
919974,MET WEST CORE FIXED,00400VAB3,ACADEMIC LN 3.05969 27DEC44 144A FR,400000,383853
919974,MET WEST CORE FIXED,00507UAT8,ALLERGAN FUNDING SCS,192000,182797
919974,MET WEST CORE FIXED,00772BAF8,AERCAP IRELAND CAP LTD 4.5 15MAY21,270000,275306
919974,MET WEST CORE FIXED,00817YAV0,AETNA INC NEW 2.8 15JUN23,325000,310349
919974,MET WEST CORE FIXED,00912XAJ3,AIR LEASE CORP 4.75 01MAR20,365000,373705
919974,MET WEST CORE FIXED,015271AL3,ALEXANDRIA REAL ESTATE 3.45 30APR25,350000,333288
919974,MET WEST CORE FIXED,01F030660,FANNIE MAE POOL 3.0 25JUN48 TBA,930000,897162
919974,MET WEST CORE FIXED,01F032666,FANNIE MAE POOL 3.5 25JUN48 TBA,355000,352309
919974,MET WEST CORE FIXED,01F040669,FANNIE MAE POOL 4.0 25JUN48 TBA,690000,702482
919974,MET WEST CORE FIXED,01F042665,FANNIE MAE POOL 4.5 25JUN48 TBA,3450000,3591381
919974,MET WEST CORE FIXED,02343UAA3,AMCOR FIN USA IN 3.625 28APR26 144A,200000,189358
919974,MET WEST CORE FIXED,02343UAB1,AMCOR FIN USA INC 4.5 15MAY28 144A,175000,175021
919974,MET WEST CORE FIXED,023650AG9,AMERICA WEST AIRLS IN 8.057 02JAN22,1000000,205288
919974,MET WEST CORE FIXED,02R032661,FREDDIE MAC GOLD PO 3.5 15JUN48 TBA,1425000,1414199
919974,MET WEST CORE FIXED,03027XAC4,AMERICAN TOWER CORP NEW 3.4 15FEB19,300000,301224
919974,MET WEST CORE FIXED,03027XAQ3,AMERICAN TOWER CORP NEW 3.0 15JUN23,185000,176771
919974,MET WEST CORE FIXED,031162CF5,AMGEN INC 4.663 15JUN51,200000,198594
919974,MET WEST CORE FIXED,032511BK2,ANADARKO PETE CORP 4.5 15JUL44,80000,74929
919974,MET WEST CORE FIXED,035242AN6,ANHEUSER-BUSCH INBEV FI 4.9 01FEB46,219000,226656
919974,MET WEST CORE FIXED,035242AP1,ANHEUSER-BUSCH INBEV F 3.65 01FEB26,249000,244147
919974,MET WEST CORE FIXED,037735CV7,APPALACHIAN PWR CO 4.45 01JUN45,270000,275484
919974,MET WEST CORE FIXED,05524VAA5,BAMLL TR 2011-FSH 4.42 11JUL33 144A,175000,180253
919974,MET WEST CORE FIXED,05618LAF3,BABSON CLO L 3.50281 17OCT26 144A F,270000,270261
919974,MET WEST CORE FIXED,05991AAA5,BANC AMER FD 2.29666 26SEP46 144A F,1300000,853573
919974,MET WEST CORE FIXED,06051GFF1,BANK AMER CORP 4.0 01APR24,271000,273851
919974,MET WEST CORE FIXED,06051GGF0,BANK AMER CORP 3.824 20JAN28,208000,202617
919974,MET WEST CORE FIXED,06051GGL7,BANK AMER CORP 3.705 24APR28,570000,549742
919974,MET WEST CORE FIXED,06051GGR4,BANK AMER CORP 3.593 21JUL28,310000,295979
919974,MET WEST CORE FIXED,06051GGT0,BANK AMER CORP 3.093 01OCT25 FRN,370000,350249
919974,MET WEST CORE FIXED,06051GGY9,BANK AMER CORP 2.738 23JAN22 FRN,645000,634306
919974,MET WEST CORE FIXED,06051GHD4,BANK AMER CORP 3.419 20DEC28 FRN,242000,227686
919974,MET WEST CORE FIXED,06406RAA5,BANK NEW YORK MELLON CO 2.6 07FEB22,270000,263444
919974,MET WEST CORE FIXED,066836AB3,BAPTIST HEALTH SOUTH 4.342 15NOV41,270000,274163
919974,MET WEST CORE FIXED,07177MAD5,BAXALTA INC 2.875 23JUN20,150000,148277
919974,MET WEST CORE FIXED,07274EAD5,BAYER US FIN LLC 2.375 08OCT19 144A,270000,267538
919974,MET WEST CORE FIXED,07384MTH5,BEAR STEARNS AR 3.21442 25APR33 FRN,28394320,409099
919974,MET WEST CORE FIXED,075887CF4,BECTON DICKINSO 2.94364 29DEC20 FRN,250000,250668
919974,MET WEST CORE FIXED,084664BU4,BERKSHIRE HATHAWAY FIN 4.4 15MAY42,175000,180404
919974,MET WEST CORE FIXED,10112RAR5,BOSTON PPTYS LTD PART 5.625 15NOV20,450000,472851
919974,MET WEST CORE FIXED,105667AB5,BRAVO MTG AS 2.19969 25JUL36 144A F,3500000,832453
919974,MET WEST CORE FIXED,11134LAB5,BROADCOM CORP / BROAD 2.375 15JAN20,365000,360295
919974,MET WEST CORE FIXED,124857AV5,CBS CORP NE 3.7 01JUN28 144A,150000,139655
919974,MET WEST CORE FIXED,125354AA8,CGRBS COML MTG T 3.369 13MAR35 144A,180000,179719
919974,MET WEST CORE FIXED,125509BV0,CIGNA CORP 0.00,45000,40437
919974,MET WEST CORE FIXED,125509BV0,CIGNA CORP 0.00,230000,206680
919974,MET WEST CORE FIXED,12592FAA3,COMM 2014-27 3.6113 10AUG49 144A FR,130000,130566
919974,MET WEST CORE FIXED,12625CAC7,COMM 2013-WWP M 3.4244 10MAR31 144A,150000,151152
919974,MET WEST CORE FIXED,12625XAA5,COMM 2013-300P M 4.353 10AUG30 144A,125000,129347
919974,MET WEST CORE FIXED,12635WAA5,COMM 2016-787S M 3.545 10FEB36 144A,135000,132524
919974,MET WEST CORE FIXED,126650CZ1,CVS HEALTH CORP 5.05 25MAR48,455000,462539
919974,MET WEST CORE FIXED,13063BFV9,CALIFORNIA ST 7.95 01MAR36,375000,406264
919974,MET WEST CORE FIXED,134429BD0,CAMPBELL SOUP CO 3.3 15MAR21,270000,267651
919974,MET WEST CORE FIXED,136385AX9,CANADIAN NAT RES LTD 3.85 01JUN27,73000,70902
919974,MET WEST CORE FIXED,151020AS3,CELGENE CORP 3.875 15AUG25,100000,97457
919974,MET WEST CORE FIXED,151020AU8,CELGENE CORP 5.0 15AUG45,225000,222505
919974,MET WEST CORE FIXED,151020BB9,CELGENE CORP 3.9 20FEB28,180000,172082
919974,MET WEST CORE FIXED,152314PN4,CENTEX HOME EQU 2.41969 25OCT35 FRN,725000,380114
919974,MET WEST CORE FIXED,161175BA1,CHARTER COMMUNICATION 6.484 23OCT45,100000,105752
919974,MET WEST CORE FIXED,161175BJ2,CHARTER COMMUNICATIONS 3.75 15FEB28,280000,253728
919974,MET WEST CORE FIXED,17284LAA2,CIT ED LN TR 2.37557 25MAR42 144A F,550000,184222
919974,MET WEST CORE FIXED,172967HM6,CITIGROUP INC 2.55 08APR19,300000,299586
919974,MET WEST CORE FIXED,172967LM1,CITIGROUP INC 2.876 24JUL23,1500000,1446390
919974,MET WEST CORE FIXED,17320QAA7,CITIGROUP COML M 3.251 10MAY35 144A,135000,134025
919974,MET WEST CORE FIXED,17325FAE8,CITIBANK N A 2.1 12JUN20,1245000,1220038
919974,MET WEST CORE FIXED,178772AA7,CITYLINE MTG 2.7781 10NOV31 144A FR,190000,183303
919974,MET WEST CORE FIXED,209111FQ1,CONSOLIDATED EDISON CO 4.5 15MAY58,300000,301851
919974,MET WEST CORE FIXED,21079NAA9,CONTINENTAL AIRLS PAS 5.983 19OCT23,425000,317123
919974,MET WEST CORE FIXED,21870LAA4,CORE INDL TR 2015 3.04 10FEB34 144A,180000,178725
919974,MET WEST CORE FIXED,21H030666,GINNIE MAE II POOL 3.0 20JUN48 TBA,905000,882230
919974,MET WEST CORE FIXED,21H032662,GINNIE MAE II POOL 3.5 20JUN48 TBA,695000,696195
919974,MET WEST CORE FIXED,21H040665,GINNIE MAE II POOL 4.0 20JUN48 TBA,435000,445518
919974,MET WEST CORE FIXED,21H050664,GINNIE MAE II POOL 5.0 20JUN48 TBA,815000,858073
919974,MET WEST CORE FIXED,22822VAJ0,CROWN CASTLE INTL CORP 3.15 15JUL23,185000,177772
919974,MET WEST CORE FIXED,25272KAA1,DIAMOND 1 FIN COR 3.48 01JUN19 144A,350000,351495
919974,MET WEST CORE FIXED,25389JAH9,DIGITAL RLTY TR LP 5.875 01FEB20,270000,279731
919974,MET WEST CORE FIXED,26442CAM6,DUKE ENERGY CAROLINAS 4.25 15DEC41,350000,358873
919974,MET WEST CORE FIXED,266233AC9,DUQUESNE LT HLDGS 6.4 15SEP20 144A,425000,450904
919974,MET WEST CORE FIXED,29365TAA2,ENTERGY TEX INC 7.125 01FEB19,450000,462159
919974,MET WEST CORE FIXED,30958PAA1,FARMERS EXCH 6.151 01NOV53 144A FRN,600000,645750
919974,MET WEST CORE FIXED,3128M8RU0,FEDERAL HOME LN G06499 4.0 01MAR41,1265000,519147
919974,MET WEST CORE FIXED,3128M96X5,FEDERAL HOME LN G07786 4.0 01AUG44,315000,196635
919974,MET WEST CORE FIXED,3128MABR9,FEDERAL HOME LN G07848 3.5 01APR44,1170000,760503
919974,MET WEST CORE FIXED,3128MJ2Z2,FEDERAL HOME LN G08791 3.0 01DEC47,375000,352475
919974,MET WEST CORE FIXED,3128MJ3A6,FEDERAL HOME LN G08792 3.5 01DEC47,250000,241487
919974,MET WEST CORE FIXED,3128MJY61,FEDERAL HOME LN G08732 3.0 01NOV46,650000,561920
919974,MET WEST CORE FIXED,3128MJYH7,FEDERAL HOME LN G08711 3.5 01JUN46,670000,527180
919974,MET WEST CORE FIXED,3128MJYM6,FEDERAL HOME LN G08715 3.0 01AUG46,1505000,1266238
919974,MET WEST CORE FIXED,3128MJYU8,FEDERAL HOME LN G08722 3.5 01SEP46,385000,314036
919974,MET WEST CORE FIXED,3128MJYY0,FEDERAL HOME LN G08726 3.0 01OCT46,1050000,897976
919974,MET WEST CORE FIXED,3128MJZF0,FEDERAL HOME LN G08741 3.0 01JAN47,2255000,1988980
919974,MET WEST CORE FIXED,3128MJZG8,FEDERAL HOME LN G08742 3.5 01JAN47,2240000,1960788
919974,MET WEST CORE FIXED,3128MMUS0,FEDERAL HOME LN G18592 3.0 01MAR31,280000,193728
919974,MET WEST CORE FIXED,3128MMVQ3,FEDERAL HOME LN G18622 2.5 01DEC31,645000,530280
919974,MET WEST CORE FIXED,3128MMVV2,FEDERAL HOME LN G18627 3.0 01JAN32,1055000,868998
919974,MET WEST CORE FIXED,3129285T7,FEDERAL HOME LN A82658 5.5 01OCT38,574083,17621
919974,MET WEST CORE FIXED,31292HZN7,FED HOME LN MTG C01649 5.5 01OCT33,3341677,92431
919974,MET WEST CORE FIXED,3132GLQN7,FEDERAL HOME LN Q05261 3.5 01DEC41,690000,341477
919974,MET WEST CORE FIXED,3132XCR31,FEDERAL HOME L G67706 3.5 01DEC47,425000,408457
919974,MET WEST CORE FIXED,3132XCR49,FEDERAL HOME L G67707 3.5 01JAN48,1350000,1315415
919974,MET WEST CORE FIXED,3132XCR56,FEDERAL HOME L G67708 3.5 01MAR48,1825000,1791333
919974,MET WEST CORE FIXED,3132XCR64,FEDERAL HOME L G67709 3.5 01MAR48,1355000,1337173
919974,MET WEST CORE FIXED,3132XCR80,FEDERAL HOME L G67711 4.0 01MAR48,850000,863089
919974,MET WEST CORE FIXED,3132XCRY3,FEDERAL HOME L G67703 3.5 01APR47,1870000,1683878
919974,MET WEST CORE FIXED,31335ACR7,FEDERAL HOME LN G60080 3.5 01JUN45,1300000,921223
919974,MET WEST CORE FIXED,31335AJX7,FEDERAL HOME LN G60278 4.0 01OCT45,980000,732636
919974,MET WEST CORE FIXED,313385ZK5,FEDERAL HOME LN BK CONS 0.0 16JUL18,783000,781324
919974,MET WEST CORE FIXED,3136ALHU8,FEDERAL NATL MT 2.19426 25OCT21 FRN,670000,61457
919974,MET WEST CORE FIXED,3137BKGK0,FEDERAL HOME LN MTG C 3.511 25APR30,280000,277378
919974,MET WEST CORE FIXED,3137BLMD7,FEDERAL HOME LN M 3.161 25MAY25 FRN,135000,133454
919974,MET WEST CORE FIXED,3137BTEH0,FEDERAL HOME LN MTG CO 1.75 15APR53,585000,536467
919974,MET WEST CORE FIXED,3137FARP5,FEDERAL HOME LN 2.26932 25AUG24 FRN,370000,370967
919974,MET WEST CORE FIXED,31381Q5C6,FEDERAL NATL MT 468043 4.31 01JUN21,280000,258357
919974,MET WEST CORE FIXED,31381Q5H5,FEDERAL NATL MT 468048 4.41 01MAY21,225000,208386
919974,MET WEST CORE FIXED,31381QTL0,FEDERAL NATL MT 467755 4.25 01APR21,275000,283514
919974,MET WEST CORE FIXED,31381RQ23,FEDERAL NATL M 468573 4.762 01AUG26,350000,335695
919974,MET WEST CORE FIXED,3138LASF7,FEDERAL NAT AM9517 3.61 01AUG30,255000,254949
919974,MET WEST CORE FIXED,3138LCLR4,FEDERAL NATL AN0335 3.39 01JAN31,270000,263891
919974,MET WEST CORE FIXED,3138LDUS0,FEDERAL NAT AN1492 3.07 01MAY31,270000,249544
919974,MET WEST CORE FIXED,3138LEK83,FEDERAL NA AN2118 2.32 01AUG26,280000,253584
919974,MET WEST CORE FIXED,3138LFRV2,FEDERAL NATL MT AN3199 2.6 01OCT31,280000,249346
919974,MET WEST CORE FIXED,3138LG4R4,FEDERAL NATIONA AN4431 3.22 01JAN27,275000,270735
919974,MET WEST CORE FIXED,3138LKH75,FEDERAL NATL M AN6553 3.17 01MAY31,365000,349641
919974,MET WEST CORE FIXED,3138LKVU8,FEDERAL NATL AN6926 2.995 01NOV32,500000,466844
919974,MET WEST CORE FIXED,3138WK4Q5,FEDERAL NATL MTG AS9830 4.0 01JUN47,550000,522863
919974,MET WEST CORE FIXED,3138WLCJ0,FEDERAL NATL MTG AS9972 4.0 01JUL47,475000,451821
919974,MET WEST CORE FIXED,3138WTSC1,FEDERAL NATL AT5914 3.5 01JUN43,1310000,839055
919974,MET WEST CORE FIXED,31394VED8,FEDERAL NATL MT 4.64031 25NOV35 FRN,5350000,45509
919974,MET WEST CORE FIXED,31396WJ80,FEDERAL NA 4.74031 25JUL37 FRN,3080000,18520
919974,MET WEST CORE FIXED,31402CQV7,FEDERAL NATL MTG 725068 5.5 01JAN19,2725000,486
919974,MET WEST CORE FIXED,31402CQZ8,FNMS 05.500 CI725072,2725000,102
919974,MET WEST CORE FIXED,31403DJR1,FEDERAL NATL MTG 745572 5.0 01JUN36,841461,29126
919974,MET WEST CORE FIXED,31403DPN3,FEDERAL NATL MTG 745729 6.0 01AUG36,1225316,38681
919974,MET WEST CORE FIXED,31407XU74,FEDERAL NATL MTG 844006 6.0 01NOV35,979644,65069
919974,MET WEST CORE FIXED,31407YQ51,FEDERAL NATL MTG 844776 6.0 01DEC35,2245000,43369
919974,MET WEST CORE FIXED,31410EB64,FEDERAL NATL MTG 886661 6.0 01AUG36,1514555,19835
919974,MET WEST CORE FIXED,31410FST3,FEDERAL NATL MTG 888030 5.5 01DEC36,5828960,135651
919974,MET WEST CORE FIXED,31410WAQ1,FEDERAL NATL MTG 899215 6.0 01OCT36,1091478,66761
919974,MET WEST CORE FIXED,31411AA70,FEDERAL NATL MTG 901930 5.5 01OCT21,1077177,36318
919974,MET WEST CORE FIXED,31411DB65,FEDERAL NATL MTG 904661 5.5 01NOV21,1029515,34800
919974,MET WEST CORE FIXED,31411RT57,FEDERAL NATL MTG 913272 5.5 01APR22,953889,18856
919974,MET WEST CORE FIXED,31411VUK3,FEDERAL NATL MTG 915986 5.5 01MAR22,950614,26572
919974,MET WEST CORE FIXED,31412LMG2,FEDERAL NATL MTG 928359 5.5 01MAY22,954682,16302
919974,MET WEST CORE FIXED,31412SA96,FEDERAL NATL MTG 933032 6.0 01OCT37,2650000,16136
919974,MET WEST CORE FIXED,31413BHW4,FEDERAL NATL MTG 940445 5.5 01JUN22,952059,33471
919974,MET WEST CORE FIXED,31417AYH6,FEDERAL NATL MTG AB4311 4.0 01JAN42,1135000,323393
919974,MET WEST CORE FIXED,31418A6J2,FEDERAL NATL MTG MA1772 3.5 01FEB34,280000,129785
919974,MET WEST CORE FIXED,31418AVV7,FEDERAL NATL MTG MA1527 3.0 01AUG33,1270000,704945
919974,MET WEST CORE FIXED,31418AYE2,FEDERAL NATL MTG MA1608 3.5 01OCT33,1230000,605647
919974,MET WEST CORE FIXED,31418CGE8,FEDERAL NATL MTG MA2896 3.5 01FEB47,255000,224521
919974,MET WEST CORE FIXED,31418CGZ1,FEDERAL NATL MTG MA2915 3.0 01FEB27,865000,670061
919974,MET WEST CORE FIXED,31418CKH6,FEDERAL NATL MTG MA2995 4.0 01MAY47,725000,641091
919974,MET WEST CORE FIXED,31418CLH5,FEDERAL NATL MTG MA3027 4.0 01JUN47,325000,292066
919974,MET WEST CORE FIXED,31418CMG6,FEDERAL NATL MTG MA3058 4.0 01JUL47,700000,641995
919974,MET WEST CORE FIXED,31418CV27,FEDERAL NATL MTG MA3332 3.5 01APR48,1125000,1109892
919974,MET WEST CORE FIXED,31418RHG9,FEDERAL NATL MTG AD3830 4.5 01APR25,796600,123421
919974,MET WEST CORE FIXED,31419BAU9,FEDERAL NATL M AE0918 3.666 01OCT20,590000,384089
919974,MET WEST CORE FIXED,32027NKU4,FIRST FRANKLIN 2.95969 25AUG34 FRN,1450000,276185
919974,MET WEST CORE FIXED,345397VM2,FORD MTR CR CO LLC 8.125 15JAN20,330000,354460
919974,MET WEST CORE FIXED,35802XAD5,FRESENIUS MED CA 5.625 31JUL19 144A,500000,512820
919974,MET WEST CORE FIXED,36156YAW1,GCO ED LN FD 2.54711 27AUG46 144A F,375000,199949
919974,MET WEST CORE FIXED,36179R7J2,GNMA II GT CTF M MA3597 3.5 20APR46,1075000,747336
919974,MET WEST CORE FIXED,36179S2P1,GNMA II GTD CT MA4382 3.5 20APR47,895000,790099
919974,MET WEST CORE FIXED,36179S5L7,GNMA II GTD CT MA4451 3.5 20MAY47,275000,246264
919974,MET WEST CORE FIXED,36179S5P8,GNMA II GTD CT MA4454 5.0 20MAY47,305000,203655
919974,MET WEST CORE FIXED,36179SSP3,GNMA II GTD CT MA4126 3.0 20DEC46,918447,791426
919974,MET WEST CORE FIXED,36179TAM7,GNMA II GTD C MA4512 4.5 20JUN47,2645065,1949703
919974,MET WEST CORE FIXED,36179TG41,GNMA II GTD C MA4719 3.5 20SEP47,950000,916166
919974,MET WEST CORE FIXED,36179TLT0,GNMA II GTD C MA4838 4.0 20NOV47,470000,463367
919974,MET WEST CORE FIXED,36192LAA3,GS MTG SECS CORP 2.933 05JUN31 144A,180000,180167
919974,MET WEST CORE FIXED,3623414S5,GS MTG SECS COR 2.26969 25JAN36 FRN,790000,376591
919974,MET WEST CORE FIXED,36241LDP8,GNMA PLATINUM PO 782810 4.5 15NOV39,1510000,543918
919974,MET WEST CORE FIXED,36241LDX1,GNMA PLATINUM PO 782818 4.5 15NOV39,1460000,523889
919974,MET WEST CORE FIXED,36962GX74,GENERAL ELEC CAP 2.8225 15AUG36 FRN,300000,252522
919974,MET WEST CORE FIXED,370334CE2,GENERAL MLS INC 3.7 17OCT23,455000,452161
919974,MET WEST CORE FIXED,37045VAE0,GENERAL MTRS CO 4.875 02OCT23,160000,165342
919974,MET WEST CORE FIXED,37045XBJ4,GENERAL MTRS FINL CO IN 2.4 09MAY19,470000,467711
919974,MET WEST CORE FIXED,375558BA0,GILEAD SCIENCES INC 4.5 01FEB45,200000,198186
919974,MET WEST CORE FIXED,375558BF9,GILEAD SCIENCES INC 3.65 01MAR26,100000,98425
919974,MET WEST CORE FIXED,37952UAE3,GLOBAL SC FIN II 3.09 17JUL29 144A,250000,150623
919974,MET WEST CORE FIXED,38141EA25,GOLDMAN SACHS GROUP INC 7.5 15FEB19,700000,722596
919974,MET WEST CORE FIXED,38141GGQ1,GOLDMAN SACHS GROUP IN 5.25 27JUL21,150000,157794
919974,MET WEST CORE FIXED,38141GWL4,GOLDMAN SACHS GRO 3.691 05JUN28 FRN,350000,331905
919974,MET WEST CORE FIXED,38141GWQ3,GOLDMAN SACHS GRO 3.272 29SEP25 FRN,275000,261734
919974,MET WEST CORE FIXED,38141GWV2,GOLDMAN SACHS GRO 3.814 23APR29 FRN,275000,262655
919974,MET WEST CORE FIXED,38148PP84,GOLDMAN SACHS BK USA NE 3.2 05JUN20,510000,0
919974,MET WEST CORE FIXED,38375QZ44,GOVERNMENT NATL 4.29625 16JUN38 FRN,4200000,111033
919974,MET WEST CORE FIXED,40139LAA1,GUARDIAN LIFE GLOB 2.0 26APR21 144A,425000,410873
919974,MET WEST CORE FIXED,40414LAH2,HCP INC 2.625 01FEB20,200000,197738
919974,MET WEST CORE FIXED,40414LAJ8,HCP INC 4.25 15NOV23,445000,447559
919974,MET WEST CORE FIXED,42217KAU0,HEALTH CARE REIT INC 4.95 15JAN21,65000,67088
919974,MET WEST CORE FIXED,42217KBB1,HEALTH CARE REIT INC 5.125 15MAR43,175000,180688
919974,MET WEST CORE FIXED,42217KBF2,HEALTH CARE REIT INC 4.0 01JUN25,85000,82884
919974,MET WEST CORE FIXED,429827AY4,HIGHER ED FDG 3.38 25MAY34 144A FRN,325000,298274
919974,MET WEST CORE FIXED,444859BH4,HUMANA INC 2.5 15DEC20,370000,363111
919974,MET WEST CORE FIXED,46617LAA9,JGWPT XXX LLC 4.08 17JAN73 144A,215000,161349
919974,MET WEST CORE FIXED,46618AAA2,JGWPT XXXII LLC 3.61 17JAN73 144A,265000,205881
919974,MET WEST CORE FIXED,46625HMN7,JPMORGAN CHASE + CO 3.9 15JUL25,200000,199492
919974,MET WEST CORE FIXED,46625HRL6,JPMORGAN CHASE + CO 2.7 18MAY23,345000,329868
919974,MET WEST CORE FIXED,46625HRY8,JPMORGAN CHASE + CO 3.782 01FEB28,400000,390280
919974,MET WEST CORE FIXED,46625YJR5,J P MORGAN CHAS 5.53878 12AUG37 FRN,225000,226837
919974,MET WEST CORE FIXED,46631NDZ9,J P MORGAN MTG TR 2007- 6.0 25AUG37,1250000,177388
919974,MET WEST CORE FIXED,46636VAC0,J P MORGAN CHASE COM 4.1712 15AUG46,585000,476023
919974,MET WEST CORE FIXED,46637YAA7,J P MORGAN CHAS 3.0934 05JUL32 144A,195000,189849
919974,MET WEST CORE FIXED,46646GAA5,J P MORGAN C 2.8541 06OCT38 144A FR,165000,154656
